TYPE;STATUT;ADRESSE;ARRONDISSEMENT;HORAIRE;ACCES_PMR;RELAIS_BEBE;URL_FICHE_EQUIPEMENT;geo_shape;geo_point_2d
TOILETTES;;JARDIN DES POETES;75016;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-des-poetes-2778;"{""coordinates"": [[2.2566635083638613, 48.84762442808565]], ""type"": ""MultiPoint""}";48.84762442808565,2.2566635083638613
TOILETTES;;JARDIN CLAIRE MOTTE;75017;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-claire-motte-2820;"{""coordinates"": [[2.304142774509969, 48.89189723480619]], ""type"": ""MultiPoint""}";48.89189723480619,2.304142774509969
TOILETTES;;SQUARE PAUL LANGEVIN;75005;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-paul-langevin-2446;"{""coordinates"": [[2.349373393516293, 48.84815530354401]], ""type"": ""MultiPoint""}";48.84815530354401,2.349373393516293
TOILETTES;;JARDIN DE LA ZAC D'ALESIA;75014;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-et-aire-de-jeux-de-la-zac-alesia-montsouris-2867;"{""coordinates"": [[2.338229837111281, 48.826190755689666]], ""type"": ""MultiPoint""}";48.826190755689666,2.338229837111281
SANISETTE;;150  RUE DE LA CONVENTION;75015;6 h - 22 h;Oui;;;"{""coordinates"": [[2.2914579802620136, 48.839418441383394]], ""type"": ""MultiPoint""}";48.839418441383394,2.2914579802620136
SANISETTE;;68  RUE DE LA PROCESSION;75015;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3098231993138696, 48.836413614647896]], ""type"": ""MultiPoint""}";48.836413614647896,2.3098231993138696
SANISETTE;;2  PLACE DE BARCELONE;75016;6 h - 22 h;Oui;;;"{""coordinates"": [[2.2736325929422985, 48.84768231148525]], ""type"": ""MultiPoint""}";48.84768231148525,2.2736325929422985
SANISETTE;;132  BOULEVARD BESSIERES;75017;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3142935517352, 48.894846104664346]], ""type"": ""MultiPoint""}";48.894846104664346,2.3142935517352
SANISETTE;;face au 10 BOULEVARD DES BATIGNOLLES;75017;24 h / 24;Oui;;;"{""coordinates"": [[2.326311830075079, 48.88334503192717]], ""type"": ""MultiPoint""}";48.88334503192717,2.326311830075079
SANISETTE;;face au 3 PLACE SAINT PIERRE;75018;24 h / 24;Oui;;;"{""coordinates"": [[2.34466221189733, 48.88449210942008]], ""type"": ""MultiPoint""}";48.88449210942008,2.34466221189733
SANISETTE;;23  BOULEVARD NEY;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.362386603106507, 48.8984120785467]], ""type"": ""MultiPoint""}";48.8984120785467,2.362386603106507
SANISETTE;;68  QUAI DE LA LOIRE;75019;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3771591373520455, 48.88659728582067]], ""type"": ""MultiPoint""}";48.88659728582067,2.3771591373520455
SANISETTE;;52  QUAI DE LA LOIRE;75019;24 h / 24;Oui;;;"{""coordinates"": [[2.375847653421224, 48.885803250412145]], ""type"": ""MultiPoint""}";48.885803250412145,2.375847653421224
SANISETTE;;4  RUE FERNAND LEGER;75020;6 h - 22 h;Oui;;;"{""coordinates"": [[2.389124137262356, 48.863772755076]], ""type"": ""MultiPoint""}";48.863772755076,2.389124137262356
SANISETTE;;17  RUE DU FOUR;;24 h / 24;Oui;;;"{""coordinates"": [[2.3345902724542893, 48.85272198682075]], ""type"": ""MultiPoint""}";48.85272198682075,2.3345902724542893
SANISETTE;;17  BOULEVARD DE ROCHECHOUART;;24 h / 24;Oui;;;"{""coordinates"": [[2.3474331686544203, 48.883420611557554]], ""type"": ""MultiPoint""}";48.883420611557554,2.3474331686544203
SANISETTE;;51  BOULEVARD DE ROCHECHOUART;;24 h / 24;Oui;;;"{""coordinates"": [[2.341432909012634, 48.882316150207735]], ""type"": ""MultiPoint""}";48.882316150207735,2.341432909012634
SANISETTE;;54  BOULEVARD DU TEMPLE;75011;24 h / 24;Oui;;;"{""coordinates"": [[2.3650032562219505, 48.86622478521031]], ""type"": ""MultiPoint""}";48.86622478521031,2.3650032562219505
SANISETTE;;face au 86 BOULEVARD RICHARD LENOIR;75011;24 h / 24;Oui;;;"{""coordinates"": [[2.3726633537236705, 48.861740756010526]], ""type"": ""MultiPoint""}";48.861740756010526,2.3726633537236705
SANISETTE;;4  RUE MARTIN BERNARD;75013;24 h / 24;Oui;;;"{""coordinates"": [[2.3513287759759125, 48.8268991020181]], ""type"": ""MultiPoint""}";48.8268991020181,2.3513287759759125
SANISETTE;;face au 36 RUE DIDOT;75014;24 h / 24;Oui;;;"{""coordinates"": [[2.3201789580568746, 48.831657967806095]], ""type"": ""MultiPoint""}";48.831657967806095,2.3201789580568746
TOILETTES;;SQUARE SAMUEL BECKETT;75013;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-joan-miro-2563;"{""coordinates"": [[2.361947469994329, 48.81990547174471]], ""type"": ""MultiPoint""}";48.81990547174471,2.361947469994329
TOILETTES;;PARC MONTSOURIS;75014;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-et-aire-de-jeux-de-la-zac-alesia-montsouris-2867;"{""coordinates"": [[2.340911412274563, 48.82139688389914]], ""type"": ""MultiPoint""}";48.82139688389914,2.340911412274563
TOILETTES;;BOIS DE VINCENNES - PARC FLORAL DE PARIS - PINEDE;75012;Voir fiche équipement;Oui;Oui;https://www.paris.fr/equipements/parc-floral-de-paris-1;"{""coordinates"": [[2.4446432672223817, 48.83825700612516]], ""type"": ""MultiPoint""}";48.83825700612516,2.4446432672223817
TOILETTES;;SQUARE DU PASSAGE LEON;75018;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-saint-bernard-said-bouziri-2686;"{""coordinates"": [[2.353323649348037, 48.885897360399426]], ""type"": ""MultiPoint""}";48.885897360399426,2.353323649348037
TOILETTES;;JARDIN CYPRIAN KAMIL NORWID;75013;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-cyprian-norwid-2859;"{""coordinates"": [[2.3775406671265786, 48.82811812852847]], ""type"": ""MultiPoint""}";48.82811812852847,2.3775406671265786
TOILETTES;;SQUARE JEAN XXIII;75004;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-jean-xxiii-35;"{""coordinates"": [[2.3510643339567103, 48.85284931455995]], ""type"": ""MultiPoint""}";48.85284931455995,2.3510643339567103
TOILETTES;;JARDIN NATUREL-PIERRE EMMANUEL;75020;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-lesseps-17432;"{""coordinates"": [[2.3991287495452616, 48.85873792339389]], ""type"": ""MultiPoint""}";48.85873792339389,2.3991287495452616
TOILETTES;;PARC DES BUTTES CHAUMONT;75019;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/parc-des-buttes-chaumont-1757;"{""coordinates"": [[2.3827292461730765, 48.87945225471852]], ""type"": ""MultiPoint""}";48.87945225471852,2.3827292461730765
URINOIR;;40 BOULEVARD AUGUSTE BLANQUI;75013;;Non;Non;;"{""coordinates"": [[2.350974415222593, 48.83003143468849]], ""type"": ""MultiPoint""}";48.83003143468849,2.350974415222593
SANISETTE;;face au 55 BOULEVARD DE VAUGIRARD;75015;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3164276371957753, 48.8409122311636]], ""type"": ""MultiPoint""}";48.8409122311636,2.3164276371957753
SANISETTE;;139  RUE DE L ABBE GROULT;75015;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3025957465389335, 48.83566847382636]], ""type"": ""MultiPoint""}";48.83566847382636,2.3025957465389335
SANISETTE;;6  BOULEVARD DU MONTPARNASSE;75015;24 h / 24;Oui;;;"{""coordinates"": [[2.3169456535882027, 48.846521372658216]], ""type"": ""MultiPoint""}";48.846521372658216,2.3169456535882027
SANISETTE;;QUAI BRANLY;75015;24 h / 24;Oui;;;"{""coordinates"": [[2.2898684016959203, 48.85553274383494]], ""type"": ""MultiPoint""}";48.85553274383494,2.2898684016959203
SANISETTE;;face au 38 AVENUE RAPHAEL;75016;24 h / 24;Oui;;;"{""coordinates"": [[2.2666990315751643, 48.85719279757156]], ""type"": ""MultiPoint""}";48.85719279757156,2.2666990315751643
SANISETTE;;PLACE SUZANNE VALADON;75018;24 h / 24;Oui;;;"{""coordinates"": [[2.3427360292098136, 48.8844550476974]], ""type"": ""MultiPoint""}";48.8844550476974,2.3427360292098136
SANISETTE;;29  RUE ERNESTINE;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3546097155031736, 48.89045444451696]], ""type"": ""MultiPoint""}";48.89045444451696,2.3546097155031736
SANISETTE;;face au 154 RUE ORDENER;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3368920895227645, 48.89350244895165]], ""type"": ""MultiPoint""}";48.89350244895165,2.3368920895227645
SANISETTE;;2  RUE RONSARD;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.344346951405808, 48.88511234133796]], ""type"": ""MultiPoint""}";48.88511234133796,2.344346951405808
SANISETTE;;face au 57 QUAI DE LA SEINE;75019;6 h - 1 h;Oui;;;"{""coordinates"": [[2.3758365317618666, 48.887235115112404]], ""type"": ""MultiPoint""}";48.887235115112404,2.3758365317618666
SANISETTE;;2  RUE DE JOINVILLE;75019;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3807026479019213, 48.889477761529356]], ""type"": ""MultiPoint""}";48.889477761529356,2.3807026479019213
SANISETTE;;9  AVENUE DE LA PORTE DE LA VILLETTE;75019;24 h / 24;Oui;;;"{""coordinates"": [[2.386774783986593, 48.898974839975054]], ""type"": ""MultiPoint""}";48.898974839975054,2.386774783986593
SANISETTE;;34  BOULEVARD DE BELLEVILLE;75020;6 h - 22 h;Oui;;;"{""coordinates"": [[2.381897995848263, 48.86834301160021]], ""type"": ""MultiPoint""}";48.86834301160021,2.381897995848263
SANISETTE;;Jardin DES HALLES ALLEE BLAISE CENDRARS SUD OUEST;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.344254327997302, 48.862221666357485]], ""type"": ""MultiPoint""}";48.862221666357485,2.344254327997302
SANISETTE;;85  BOULEVARD DE SEBASTOPOL;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.35161126358933, 48.8648280162637]], ""type"": ""MultiPoint""}";48.8648280162637,2.35161126358933
SANISETTE;;1  BOULEVARD DES FILLES DU CALVAIRE;;24 h / 24;Oui;;;"{""coordinates"": [[2.367032423762319, 48.861123131655724]], ""type"": ""MultiPoint""}";48.861123131655724,2.367032423762319
SANISETTE;;face au 171 RUE DU TEMPLE;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.36013286100841, 48.86497566729412]], ""type"": ""MultiPoint""}";48.86497566729412,2.36013286100841
SANISETTE;;82  BOULEVARD DE SEBASTOPOL;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3522490912708514, 48.86550351402495]], ""type"": ""MultiPoint""}";48.86550351402495,2.3522490912708514
SANISETTE;;10 bis RUE DE MOUSSY;;24 h / 24;Oui;;;"{""coordinates"": [[2.35581305149286, 48.85783250805626]], ""type"": ""MultiPoint""}";48.85783250805626,2.35581305149286
SANISETTE;;RUE DE L AVE MARIA;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3595828045535745, 48.85321055139778]], ""type"": ""MultiPoint""}";48.85321055139778,2.3595828045535745
SANISETTE;;88 ter BOULEVARD DE PORT ROYAL;;24 h / 24;Oui;;;"{""coordinates"": [[2.338731588164609, 48.83920071261067]], ""type"": ""MultiPoint""}";48.83920071261067,2.338731588164609
SANISETTE;;JARDIN DU CHAMPS DE MARS;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.300536612101095, 48.8548917342077]], ""type"": ""MultiPoint""}";48.8548917342077,2.300536612101095
SANISETTE;;27  RUE DE LA ROQUETTE;75011;24 h / 24;Oui;;;"{""coordinates"": [[2.3728553787106756, 48.854888192016624]], ""type"": ""MultiPoint""}";48.854888192016624,2.3728553787106756
SANISETTE;;27  AVENUE D IVRY;75013;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3668564345328544, 48.82266348081883]], ""type"": ""MultiPoint""}";48.82266348081883,2.3668564345328544
SANISETTE;;146  BOULEVARD DE L HOPITAL;75013;6 h - 22 h;Oui;;;"{""coordinates"": [[2.356164166273496, 48.83258393040573]], ""type"": ""MultiPoint""}";48.83258393040573,2.356164166273496
SANISETTE;;opposé au 8 AVENUE DE LA PORTE DE CHATILLON;75014;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3181811717384395, 48.82384501587049]], ""type"": ""MultiPoint""}";48.82384501587049,2.3181811717384395
SANISETTE;;RUE DU FAUBOURG SAINT DENIS;75010;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3562513574042865, 48.875775391755184]], ""type"": ""MultiPoint""}";48.875775391755184,2.3562513574042865
SANISETTE;;face au 50 QUAI DE JEMMAPES;75010;24 h / 24;Oui;;;"{""coordinates"": [[2.3665975072121603, 48.87002790121456]], ""type"": ""MultiPoint""}";48.87002790121456,2.3665975072121603
TOILETTES;;SQUARE HELENE BOUCHER;75013;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-helene-boucher-2513;"{""coordinates"": [[2.3603105350770495, 48.81872280946736]], ""type"": ""MultiPoint""}";48.81872280946736,2.3603105350770495
TOILETTES;;SQUARE SERGENT AURELIE SALEL;75020;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-du-sergent-aurelie-salel-ex-sorbier-2717;"{""coordinates"": [[2.3912979089661355, 48.867159406218995]], ""type"": ""MultiPoint""}";48.867159406218995,2.3912979089661355
TOILETTES;;JARDIN DU RANELAGH;75016;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/jardin-du-ranelagh-1778;"{""coordinates"": [[2.268313503528245, 48.85825224076739]], ""type"": ""MultiPoint""}";48.85825224076739,2.268313503528245
TOILETTES;;JARDIN DES SERRES D'AUTEUIL;75016;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-du-tchad-2622;"{""coordinates"": [[2.252823769625866, 48.84600296930212]], ""type"": ""MultiPoint""}";48.84600296930212,2.252823769625866
TOILETTES;;SQUARE SARAH BERNHARDT;75020;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-sarah-bernhardt-1774;"{""coordinates"": [[2.403701838756764, 48.849620045031294]], ""type"": ""MultiPoint""}";48.849620045031294,2.403701838756764
TOILETTES;;PARC MONCEAU;75008;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/parc-monceau-1804;"{""coordinates"": [[2.3090771891423785, 48.88027485340873]], ""type"": ""MultiPoint""}";48.88027485340873,2.3090771891423785
TOILETTES;;SQUARE D'ESTIENNE D'ORVES;75009;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-d-estienne-d-orves-2472;"{""coordinates"": [[2.3312885247407396, 48.87684278657475]], ""type"": ""MultiPoint""}";48.87684278657475,2.3312885247407396
TOILETTES;;SQUARE MAURICE GARDETTE;75011;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-maurice-gardette-2725;"{""coordinates"": [[2.3787483757016554, 48.86145746772124]], ""type"": ""MultiPoint""}";48.86145746772124,2.3787483757016554
TOILETTES;;SQUARE DE LA PLACE DE LA REUNION;75020;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-de-la-place-de-la-reunion-2705;"{""coordinates"": [[2.4015086818708626, 48.85581626348992]], ""type"": ""MultiPoint""}";48.85581626348992,2.4015086818708626
TOILETTES;;JARDIN ANNE FRANK (HOTEL SAINT-AIGNAN);75003;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/jardin-anne-frank-2737;"{""coordinates"": [[2.3545285827943587, 48.86140027201583]], ""type"": ""MultiPoint""}";48.86140027201583,2.3545285827943587
WC PUBLICS PERMANENTS;;Parc Rives de Seine;75007;;Oui;;;"{""coordinates"": [[2.319567982948122, 48.862608094082965]], ""type"": ""MultiPoint""}";48.862608094082965,2.319567982948122
LAVATORY;;1 rue Lamarck;75018;;Oui;;;"{""coordinates"": [[2.3438632119121094, 48.88626726174863]], ""type"": ""MultiPoint""}";48.88626726174863,2.3438632119121094
LAVATORY;;Place de l'Etoile;75008;;Oui;;;"{""coordinates"": [[2.296062832904202, 48.87308210718639]], ""type"": ""MultiPoint""}";48.87308210718639,2.296062832904202
SANISETTE;;10  AVENUE DU GENERAL LECLERC;75014;24 h / 24;Oui;;;"{""coordinates"": [[2.3311870200941396, 48.83301508320707]], ""type"": ""MultiPoint""}";48.83301508320707,2.3311870200941396
SANISETTE;;189  RUE D ALESIA;75014;24 h / 24;Oui;;;"{""coordinates"": [[2.316109393517266, 48.83125608516332]], ""type"": ""MultiPoint""}";48.83125608516332,2.316109393517266
SANISETTE;;RUE SAINT CHARLES;75015;6 h - 22 h;Oui;;;"{""coordinates"": [[2.277982871077256, 48.83807356302152]], ""type"": ""MultiPoint""}";48.83807356302152,2.277982871077256
SANISETTE;;face au 2 AVENUE EMILE ZOLA;75015;24 h / 24;Oui;;;"{""coordinates"": [[2.277628065658755, 48.846243467271094]], ""type"": ""MultiPoint""}";48.846243467271094,2.277628065658755
SANISETTE;;PLACE CHARLES FILLION;75017;24 h / 24;Oui;;;"{""coordinates"": [[2.315811510931308, 48.88847096557176]], ""type"": ""MultiPoint""}";48.88847096557176,2.315811510931308
SANISETTE;;3  AVENUE DE LA PORTE D AUBERVILLIERS;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.370126499080757, 48.899198846438914]], ""type"": ""MultiPoint""}";48.899198846438914,2.370126499080757
SANISETTE;;58  AVENUE DE FLANDRE;75019;6 h - 22 h;Oui;;;"{""coordinates"": [[2.373749928304557, 48.88818203567653]], ""type"": ""MultiPoint""}";48.88818203567653,2.373749928304557
SANISETTE;;9  COURS DE VINCENNES;75020;6 h - 22 h;Oui;;;"{""coordinates"": [[2.400031592781939, 48.84826364818255]], ""type"": ""MultiPoint""}";48.84826364818255,2.400031592781939
SANISETTE;;157  RUE DE MENILMONTANT;75020;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3982017921943504, 48.87058588945123]], ""type"": ""MultiPoint""}";48.87058588945123,2.3982017921943504
SANISETTE;;39  PLACE DES DEUX ECUS;;24 h / 24;Oui;;;"{""coordinates"": [[2.3418361758222335, 48.863156681649215]], ""type"": ""MultiPoint""}";48.863156681649215,2.3418361758222335
SANISETTE;;2  RUE DE LA LINGERIE;;24 h / 24;Oui;;;"{""coordinates"": [[2.346478360952597, 48.86028377588714]], ""type"": ""MultiPoint""}";48.86028377588714,2.346478360952597
SANISETTE;;91  RUE D ABOUKIR;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.34845002883678, 48.86816218874815]], ""type"": ""MultiPoint""}";48.86816218874815,2.34845002883678
SANISETTE;;4  RUE SALOMON DE CAUS;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.354020375521619, 48.8673644300438]], ""type"": ""MultiPoint""}";48.8673644300438,2.354020375521619
SANISETTE;;RUE SAINT JACQUES;;6 h - 1 h;Oui;;;"{""coordinates"": [[2.3439878240330754, 48.84781204558067]], ""type"": ""MultiPoint""}";48.84781204558067,2.3439878240330754
SANISETTE;;40  RUE DE SEVRES;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.323054655081175, 48.84983487675197]], ""type"": ""MultiPoint""}";48.84983487675197,2.323054655081175
SANISETTE;;5  BOULEVARD DE CLICHY;;24 h / 24;Oui;;;"{""coordinates"": [[2.3391633010364488, 48.882089018714574]], ""type"": ""MultiPoint""}";48.882089018714574,2.3391633010364488
SANISETTE;;118  BOULEVARD DE LA VILLETTE;75010;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3709710108818243, 48.87736769831583]], ""type"": ""MultiPoint""}";48.87736769831583,2.3709710108818243
SANISETTE;;125  AVENUE LEDRU ROLLIN;75011;6 h - 1 h;Oui;;;"{""coordinates"": [[2.3776669195092617, 48.85413586971285]], ""type"": ""MultiPoint""}";48.85413586971285,2.3776669195092617
SANISETTE;;opposé au 13 BOULEVARD DE MENILMONTANT;75011;6 h - 22 h;Oui;;;"{""coordinates"": [[2.389122267946412, 48.85923461154838]], ""type"": ""MultiPoint""}";48.85923461154838,2.389122267946412
SANISETTE;;opposé au 96 RUE OBERKAMPF;75011;6 h - 22 h;Oui;;;"{""coordinates"": [[2.377607009280849, 48.865770227997636]], ""type"": ""MultiPoint""}";48.865770227997636,2.377607009280849
SANISETTE;;face au 61 BOULEVARD AUGUSTE BLANQUI;75013;24 h / 24;Oui;;;"{""coordinates"": [[2.349425440864941, 48.82948471703286]], ""type"": ""MultiPoint""}";48.82948471703286,2.349425440864941
SANISETTE;;face au 30 AVENUE REILLE;75014;24 h / 24;Oui;;;"{""coordinates"": [[2.3394884038725476, 48.82454102425052]], ""type"": ""MultiPoint""}";48.82454102425052,2.3394884038725476
TOILETTES;;SQUARE PAUL GRIMAULT;75013;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-paul-grimault-2567;"{""coordinates"": [[2.3485091392684607, 48.82302967451198]], ""type"": ""MultiPoint""}";48.82302967451198,2.3485091392684607
TOILETTES;;SQUARE SAINT-LAMBERT;75015;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-saint-lambert-1768;"{""coordinates"": [[2.297406063222038, 48.84277453561846]], ""type"": ""MultiPoint""}";48.84277453561846,2.297406063222038
TOILETTES;;PARC MONTSOURIS;75014;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-et-aire-de-jeux-de-la-zac-alesia-montsouris-2867;"{""coordinates"": [[2.3360474470954546, 48.82123528431706]], ""type"": ""MultiPoint""}";48.82123528431706,2.3360474470954546
TOILETTES;;PARC ANDRE CITROEN;75015;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/parc-andre-citroen-1791;"{""coordinates"": [[2.279059099562376, 48.8403808019196]], ""type"": ""MultiPoint""}";48.8403808019196,2.279059099562376
TOILETTES;;SQUARE CLAUDE BERNARD;75019;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-claude-bernard-2682;"{""coordinates"": [[2.3744646135710594, 48.899251737173394]], ""type"": ""MultiPoint""}";48.899251737173394,2.3744646135710594
TOILETTES;;SQUARE FRANCIS LEMARQUE;75011;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-francis-lemarque-2844;"{""coordinates"": [[2.376699589913922, 48.85600860589478]], ""type"": ""MultiPoint""}";48.85600860589478,2.376699589913922
TOILETTES;;SQUARES DES ARENES DE LUTECE ET CAPITAN;75005;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-des-arenes-de-lutece-et-square-capitan-1760;"{""coordinates"": [[2.3532438479946807, 48.845456222716194]], ""type"": ""MultiPoint""}";48.845456222716194,2.3532438479946807
SANISETTE;;4  PLACE DE BRETEUIL;75015;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3109598986410163, 48.84733413997167]], ""type"": ""MultiPoint""}";48.84733413997167,2.3109598986410163
SANISETTE;;BOULEVARD GARIBALDI;75015;6 h - 22 h;Oui;;;"{""coordinates"": [[2.302072031091217, 48.8478417919066]], ""type"": ""MultiPoint""}";48.8478417919066,2.302072031091217
SANISETTE;;4  AVENUE NIEL;75017;6 h - 22 h;Oui;;;"{""coordinates"": [[2.2944737300799654, 48.87892079748371]], ""type"": ""MultiPoint""}";48.87892079748371,2.2944737300799654
SANISETTE;;138  RUE DES POISSONNIERS;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3530164603597465, 48.89635962022954]], ""type"": ""MultiPoint""}";48.89635962022954,2.3530164603597465
SANISETTE;;87  RUE DE LA CHAPELLE;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3589156460506757, 48.89763161180878]], ""type"": ""MultiPoint""}";48.89763161180878,2.3589156460506757
SANISETTE;;3  RUE DE LA GOUTTE D OR;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.354863996144928, 48.885028142206096]], ""type"": ""MultiPoint""}";48.885028142206096,2.354863996144928
SANISETTE;;opposé au 17 RUE LIEUTENANT COLONEL DAX;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.340228067255163, 48.900705833417085]], ""type"": ""MultiPoint""}";48.900705833417085,2.340228067255163
SANISETTE;;15  AVENUE DE LA PORTE DE CLIGNANCOURT;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.343963695246803, 48.8991942601401]], ""type"": ""MultiPoint""}";48.8991942601401,2.343963695246803
SANISETTE;;220  BOULEVARD DE LA VILLETTE;75019;6 h - 22 h;Oui;;;"{""coordinates"": [[2.367381050280598, 48.88425702092837]], ""type"": ""MultiPoint""}";48.88425702092837,2.367381050280598
SANISETTE;;12  RUE REBEVAL;75019;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3763822945173425, 48.87407067949223]], ""type"": ""MultiPoint""}";48.87407067949223,2.3763822945173425
SANISETTE;;face au 4 PLACE MARTIN NADAUD;75020;24 h / 24;Oui;;;"{""coordinates"": [[2.394717602157619, 48.864949741311236]], ""type"": ""MultiPoint""}";48.864949741311236,2.394717602157619
SANISETTE;;25  RUE PASTOURELLE;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3593648617989023, 48.86274437683079]], ""type"": ""MultiPoint""}";48.86274437683079,2.3593648617989023
SANISETTE;;QUAI DE L HOTEL DE VILLE;;24 h / 24;Oui;;;"{""coordinates"": [[2.356023599656362, 48.854150671810245]], ""type"": ""MultiPoint""}";48.854150671810245,2.356023599656362
SANISETTE;;face au 73 BOULEVARD SAINT MICHEL;;24 h / 24;Oui;;;"{""coordinates"": [[2.340044296677427, 48.84612923935423]], ""type"": ""MultiPoint""}";48.84612923935423,2.340044296677427
SANISETTE;;QUAI BRANLY;;24 h / 24;Oui;;;"{""coordinates"": [[2.2923159491214373, 48.85806633367225]], ""type"": ""MultiPoint""}";48.85806633367225,2.2923159491214373
SANISETTE;;130 ter BOULEVARD DE CLICHY;;24 h / 24;Oui;;;"{""coordinates"": [[2.3289696159647684, 48.884214349237055]], ""type"": ""MultiPoint""}";48.884214349237055,2.3289696159647684
SANISETTE;;65  BOULEVARD DE CLICHY;;24 h / 24;Oui;;;"{""coordinates"": [[2.331784835499316, 48.88398130352188]], ""type"": ""MultiPoint""}";48.88398130352188,2.331784835499316
SANISETTE;;135  RUE DE LA ROQUETTE;75011;6 h - 1 h;Oui;;;"{""coordinates"": [[2.3839455513953753, 48.85869214568334]], ""type"": ""MultiPoint""}";48.85869214568334,2.3839455513953753
SANISETTE;;283  RUE DE CHARENTON;75012;6 h - 1 h;Oui;;;"{""coordinates"": [[2.3935333570010986, 48.83473828707719]], ""type"": ""MultiPoint""}";48.83473828707719,2.3935333570010986
SANISETTE;;12  BOULEVARD DE BERCY;75012;24 h / 24;Oui;;;"{""coordinates"": [[2.378218628043353, 48.839621340961756]], ""type"": ""MultiPoint""}";48.839621340961756,2.378218628043353
SANISETTE;;32  BOULEVARD DIDEROT;75012;24 h / 24;Oui;;;"{""coordinates"": [[2.376547762162364, 48.846112571054796]], ""type"": ""MultiPoint""}";48.846112571054796,2.376547762162364
SANISETTE;;38  RUE DU CHEVALERET;75013;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3767342019061948, 48.82822850829953]], ""type"": ""MultiPoint""}";48.82822850829953,2.3767342019061948
SANISETTE;;BOULEVARD DE L HOPITAL;75013;6 h - 1 h;Oui;;;"{""coordinates"": [[2.3617546668162626, 48.83963427904555]], ""type"": ""MultiPoint""}";48.83963427904555,2.3617546668162626
SANISETTE;;18  AVENUE DE LA PORTE DE VANVES;75014;6 h - 22 h;Oui;;;"{""coordinates"": [[2.304138725656075, 48.825507784271]], ""type"": ""MultiPoint""}";48.825507784271,2.304138725656075
